Patient_ID	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO004	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	13CO001	14CO001	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO006	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004	01CO001.N	01CO005.N	01CO006.N	01CO008.N	01CO013.N	01CO014.N	01CO015.N	01CO019.N	01CO022.N	05CO002.N	05CO003.N	05CO006.N	05CO007.N	05CO011.N	05CO015.N	05CO020.N	05CO026.N	05CO028.N	05CO029.N	05CO032.N	05CO033.N	05CO034.N	05CO035.N	05CO037.N	05CO039.N	05CO041.N	05CO044.N	05CO045.N	05CO047.N	05CO048.N	05CO049.N	05CO050.N	05CO053.N	05CO054.N	06CO001.N	06CO002.N	09CO005.N	09CO006.N	09CO008.N	09CO011.N	09CO013.N	09CO014.N	09CO015.N	09CO018.N	09CO019.N	09CO022.N	11CO005.N	11CO007.N	11CO008.N	11CO010.N	11CO018.N	11CO019.N	11CO020.N	11CO021.N	11CO022.N	11CO027.N	11CO030.N	11CO031.N	11CO032.N	11CO033.N	11CO036.N	11CO037.N	11CO039.N	11CO042.N	11CO043.N	11CO044.N	11CO045.N	11CO047.N	11CO048.N	11CO051.N	11CO052.N	11CO053.N	11CO054.N	11CO057.N	11CO058.N	11CO060.N	11CO061.N	11CO062.N	11CO070.N	11CO072.N	11CO077.N	11CO079.N	14CO002.N	14CO005.N	15CO001.N	15CO002.N	16CO002.N	16CO003.N	16CO006.N	16CO011.N	20CO001.N	20CO003.N	20CO004.N	20CO006.N	20CO007.N	21CO006.N	21CO007.N	22CO004.N	22CO006.N	27CO004.N
AFF1	10.0701	11.0566	11.0587	10.703	10.9046	9.4818	9.3174	10.4878	10.5275	11.4357	11.4142		9.8811	10.5517	10.3476	10.7423	11.0701	10.2981	10.8186	10.1787	9.3597	9.6239	9.8218	9.7142	10.2192	11.03	11.1248	10.4778	10.2444	10.6839	9.0634	11.1787	9.6275	10.8065	10.3608	9.7415	10.4888	9.8329	10.5546	10.2324	11.2562	9.7465	11.5459	10.6073	10.5255	10.7879	9.6493	8.8486	9.6564	10.341	11.0028	9.5058	8.9887	10.7871	11.4574	10.8719	10.6926	11.0715	10.3815	9.1319	10.732999999999999	9.0607	9.8887	10.4949	10.5469	10.3608	9.7056	10.4727	10.5736	11.1228	10.9894	10.6357	10.9571	11.0112	10.2312	10.4388	10.1911	10.9315	10.6193	10.2784	10.5382	8.2992	10.6147	10.6627	11.1724	10.7125	11.3129			9.4757	11.6904	9.2668	10.3117	10.007	9.8439	10.2107	10.097999999999999	10.3576	9.0526	10.7715	9.7465	11.0532		10.3208	9.941	10.2336	10.1662	10.5651	9.4325	10.3707																																																																																																				
AGL	10.8258	10.446	10.7108	10.3826	10.3815	10.2336	9.5699	9.1267	10.7895	10.2204	10.6393		10.1611	10.7305	9.5527	9.4491	10.255	10.1611	9.4009	9.6582	10.6248	10.1935	10.6312	10.2761	10.1948	9.0444	10.2467	10.6156	10.4051	9.2854	9.1241	9.9972	9.9024	9.7879	9.66	9.9366	9.7056	9.1749	9.3619	9.8688	10.3826	10.4481	9.7448	10.1383	9.1649	9.7549	9.6275	9.4179	9.8611	9.9773	9.9915	10.7364	9.857999999999999	9.6935	9.3794	9.7381	9.9396	9.058	9.6439	9.8933	9.7731	10.8345	9.6475	10.4019	10.5177	10.4594	10.3208	9.4858	8.5392	9.0224	9.29	8.9425	9.7566	10.0741	9.6294	9.9571	9.5755	9.388	9.943999999999999	9.7245	9.7056	11.0954	10.1536	10.3454	9.7056	9.1111	9.0688			9.8025	8.697000000000001	9.732999999999999	9.8918	8.9858	9.796	10.0403	9.2503	9.7039	9.6935	10.058	10.7389	10.3026		10.545	10.0688	9.8826	10.0688	10.1874	9.6528	9.4717																																																																																																				
AGR2	15.422	13.9684	15.1891	15.1453	14.0075	18.2347	14.0981	13.9378	16.9795	10.3848	15.5429		14.5832	16.2601	15.2598	14.6919	12.3485	13.8599	13.0563	13.1853	16.5873	15.7352	17.5404	16.0599	13.6069	12.1322	15.4662	16.3744	15.1161	13.6714	15.1288	14.2275	17.7757	14.2908	16.537	16.7086	14.6852	14.0165	13.9059	12.8556	14.0846	14.1988	14.8026	14.4128	14.013	12.5428	13.7561	14.8759	13.3133	13.6312	14.9312	16.2859	13.799000000000001	12.1335	14.692	12.3859	15.9851	12.2046	13.8223	14.3834	13.6098	18.143	13.6262	15.5577	15.8867	14.027000000000001	13.9959	13.4264	13.5566	11.4833	13.122	12.0021	13.6761	15.1969	14.8918	12.0213	11.9196	12.415999999999999	14.3973	16.5341	14.2831	13.5204	15.985	12.8361	12.2027	12.6278	13.3533			13.4726	14.2578	14.015999999999998	15.2644	12.748	12.2161	12.6917	12.9636	12.5753	16.0151	12.4851	13.8409	13.1695		14.9318	14.0043	15.5056	14.1959	13.9928	12.3791	13.0065																																																																																																				
AHNAK	14.2482	12.584000000000001	14.2867	15.1586	13.7315	12.9555	12.2659	14.5455	14.5237	15.2416	14.3929		12.1852	12.2609	13.7051	13.9714	13.5187	13.9895	13.6719	12.9787	12.7387	12.3788	12.1914	13.5977	14.1151	14.0401	14.5684	14.0571	13.1261	15.9574	12.7783	14.2647	12.9942	14.2855	12.157	13.2336	13.3086	12.372	13.3024	14.2795	13.644	12.8192	12.8498	13.9035	14.0702	13.0526	13.1513	12.9392	12.2562	12.8682	14.5129	12.1555	12.4003	13.2493	14.7197	14.7741	14.7068	15.1783	14.1221	12.0871	13.7993	12.3824	13.588	13.9408	13.854000000000001	13.7959	12.5275	14.1107	14.4591	14.027999999999999	14.4895	14.2211	14.8028	14.6073	13.5567	13.3153	13.6169	14.2014	14.1247	13.2187	12.7362	12.3894	13.9679	14.0525	13.8412	13.9997	13.7695			12.6812	15.1636	12.2363	14.3936	13.9791	13.5706	13.6772	13.1578	13.6366	12.3581	14.5792	13.4193	14.1068		13.0607	14.3373	13.2299	12.5708	14.0284	12.9896	14.2625																																																																																																				
AHR	11.1248	10.6211	11.6604	12.0147	11.0119	12.1056	10.7822	10.5546	11.3359	11.7147	12.0067		11.6022	11.4998	11.7545	12.0303	10.3761	10.9278	11.2082	10.3399	12.4346	10.9099	11.8384	12.5003	11.4299	10.9159	11.3393	11.8692	12.2456	13.9706	11.7262	10.4481	12.9544	11.0028	10.2479	10.7846	10.6689	10.3869	11.0451	11.6393	11.4341	11.4848	11.2143	11.1408	10.6193	11.1098	10.7262	11.327	11.2052	10.8549	11.097999999999999	12.3315	11.7266	10.821	11.8333	11.8727	11.0203	11.1948	11.3918	10.8857	11.0293	12.1972	10.7356	11.2216	10.9694	10.982999999999999	10.7423	10.0954	10.9571	10.6165	10.9144	10.2107	11.722000000000001	11.3837	11.2161	10.8321	11.0947	11.2533	11.2414	12.5744	10.7515	11.5579	11.4215	11.5289	11.062000000000001	11.0272	11.0396			10.3554	10.6609	10.9965	10.9024	10.9256	11.2592	11.5675	11.4099	11.245	11.1605	12.129000000000001	11.3712	10.7814		11.7004	11.286	12.4846	11.2161	11.8838	11.0042	11.1053																																																																																																				
AIF1	9.4491	7.0	10.2082	8.6618	8.4757	9.0741	9.6384	7.8948	8.3399	8.9337	8.7912		9.0821	9.375	9.0795	7.2288	8.0553	10.1599	8.4512	8.8106	9.6582	9.5793	10.5784	10.6457	9.1548	8.6294	8.8138	9.058	9.3354	7.6294	9.8595	7.3399	9.4263	8.9189	8.7347	9.1898	9.0056	10.1497	8.8424	9.3354	8.8549	9.4471	8.8297	8.8948	8.224	10.1459	9.3038	10.7056	9.0607	8.8392	9.4615	9.6421	9.9069	8.9129	8.9915	9.2021	8.9218	9.255	9.3376	9.1396	9.3038	10.2167	9.4594	10.2107	9.7944	9.445	9.3772	8.2384	8.0056	9.4594	8.8138	8.8978	9.2143	9.3399	10.7022	9.3061	9.4737	8.9744	9.3531	10.1383	9.2784	10.6129	9.2503	10.267999999999999	9.1085	9.1472	7.1497			8.5078	8.0168	9.7142	7.6653	9.4136	8.9972	10.0755	9.5294	9.7108	9.9844	10.1434	11.5078	7.6865		9.3554	10.0768	9.0471	9.1997	10.9651	11.1215	9.255																																																																																																				
AIFM1	10.5333	11.2491	10.716	9.9527	11.1085	10.7474	11.0389	11.2674	10.2538	9.9204	10.4512		10.8872	10.1447	10.375	10.5859	11.4533	10.2264	10.3117	11.1787	10.3343	10.9425	10.1611	10.6147	10.8265	10.7082	10.1536	10.3531	11.1059	9.8549	11.4893	10.7895	10.3354	10.7004	10.4419	10.6856	11.0056	11.2354	9.943999999999999	10.3117	9.9858	10.4429	10.4429	11.9136	10.6812	10.8455	11.144	9.8765	10.9076	10.5098	10.0265	10.2515	10.4009	9.9972	9.6239	10.3729	10.1202	9.9858	10.6865	10.4707	11.0641	10.2228	10.1396	10.4838	10.3117	10.6036	9.9322	10.8719	10.764000000000001	10.6421	11.0761	11.1529	10.6768	10.5118	11.258	10.5915	10.7465	10.9708	10.5196	9.4009	10.7507	9.7245	10.4315	10.1033	10.3276	10.1737	10.6466			11.4486	10.8626	11.1805	10.1472	10.3015	9.8811	10.8895	10.6046	10.6555	10.9447	9.6795	10.0768	10.2912		10.7262	10.633	10.8941	11.0007	9.8626	10.567	10.0674																																																																																																				
AIMP2	10.0251	9.9873	9.2216	8.2288	9.1898	9.7262	9.8994	9.3729	9.6055	8.6795	9.0526		9.3729	8.6439	9.1548	9.3923	10.3309	9.8688	8.8041	9.207	10.1762	9.8549	10.4491	9.6777	9.4676	8.9484	8.8887	8.7549	9.3332	9.1799	10.3421	9.5157	9.9858	9.5831	9.6777	10.0042	9.9352	9.4179	9.5868	9.3264	8.7415	10.4252	9.1319	10.1072	9.4491	9.0715	9.7142	10.4105	9.2946	9.5333	8.676	8.9687	10.2992	8.5314	8.6294	9.2969	9.4325	8.9484	8.8455	9.4409	9.4858	9.8963	9.732999999999999	8.9278	9.3509	9.6147	8.6147	9.0768	9.5137	9.1674	9.1849	9.0526	9.4533	9.1674	9.5294	9.9672	9.6092	8.5812	9.7499	8.7381	9.5527	9.7863	9.0688	9.4858	9.1033	9.3509	9.6202			10.1459	9.4594	9.5831	8.9307	9.3772	9.6055	10.2597	9.5038	10.1137	10.224	9.1624	9.2021	9.29		9.8122	9.7649	10.4574	9.5906	9.137	9.2432	9.2621																																																																																																				
AKAP1	11.4914	12.7932	10.6644	11.9758	12.2333	11.2709	11.7499	11.8281	11.5551	11.8246	11.8325		11.5798	11.2246	10.9837	12.5755	12.0032	10.7372	12.3565	12.0413	11.3387	12.0688	10.3083	10.7313	12.1062	12.1036	11.23	11.6243	11.0782	11.8517	11.7117	12.0185	10.9809	11.8313	11.2228	11.2167	11.6622	11.4742	12.4147	11.9578	11.388	11.183	12.339	11.5241	11.7599	11.6582	12.2447	11.1085	11.9436	12.0634	11.5803	11.3848	11.0914	12.4022	12.1144	11.9388	11.9148	11.0627	12.2009	11.6609	11.8134	10.7616	11.2981	11.3343	11.2408	11.8388	11.8194	12.4205	12.3278	11.9679	12.2128	12.5447	11.4231	11.4522	10.8887	11.9237	12.1137	12.2116	11.2021	11.1144	11.8533	10.6402	11.5746	11.1529	12.2426	11.741	12.0765			12.3242	11.5358	12.26	12.1193	11.6221	11.3259	11.7	12.1966	11.2562	11.1586	11.2003	10.7591	12.9103		11.66	11.8603	11.783	12.0039	10.5226	11.1497	11.5699																																																																																																				
AKAP8L	9.1649	9.66	9.097999999999999	9.6671	10.0056	9.0224	9.1849	9.3197	8.4471	9.6294	8.8642		9.3264	9.5216	9.3061	9.7499	9.5755	9.1972	9.3772	9.6221	9.0334	9.0526	8.5078	8.5699	9.1674	9.6312	9.1447	8.9425	9.3707	10.3498	9.402999999999999	10.0795	9.0251	9.1447	9.5058	9.1189	9.6348	9.3421	9.3129	9.2668	9.6184	8.7177	9.5793	9.4635	9.3354	9.2784	9.3354	9.1599	9.2408	9.5546	9.7039	9.2336	9.1033	9.9629	9.6847	9.7532	9.4939	9.1447	9.7549	9.5718	9.4094	8.5999	9.8704	9.1874	9.9189	9.7515	9.5507	9.5137	10.2264	9.6147	9.9396	9.4818	9.6129	9.2738	9.3421	9.4878	9.4388	9.9658	9.5411	8.8704	9.3219	8.7108	9.0553	9.4284	9.6239	9.1573	9.1624			8.8611	9.6689	9.5137	9.8903	9.6239	10.2668	9.4157	10.1421	10.1662	8.5196	9.3837	9.1421	9.4388		9.2621	9.7004	9.7142	9.1163	9.0928	9.0607	9.809																																																																																																				
AKT1	11.3788	11.1917	11.2192	11.0553	11.432	12.0244	12.1232	11.9012	12.1026	11.3259	11.6303		12.2544	11.9174	11.5372	11.0861	10.9046	11.6479	11.0681	11.5152	11.6411	11.4934	12.5387	11.9012	11.4954	10.8353	11.9296	11.8918	12.481	12.5878	11.5864	12.06	11.592	11.2969	12.0379	12.0921	11.8857	11.6032	11.0748	11.1241	11.5925	11.6524	11.4833	11.3253	12.2012	11.4909	11.5901	11.7507	11.543	11.0196	11.3842	12.1994	12.137	11.7611	11.8285	11.9912	11.9252	11.3214	11.5265	11.4823	11.4914	11.9443	11.6569	11.7871	12.0406	11.4315	11.5527	11.6546	12.0126	11.7245	11.7524	11.4215	11.6461	11.5971	11.4893	11.5675	11.0566	11.4388	11.6188	11.8811	11.7586	11.9244	11.7112	11.8665	10.9873	11.187999999999999	11.4574			11.7082	11.7838	12.1466	11.8572	11.638	12.2515	11.1497	11.9633	11.2021	11.9776	11.7017	11.9374	11.8114		11.1855	11.1624	11.3902	11.0641	11.7022	11.7279	11.856																																																																																																				
AKT2	11.3597	10.5028	10.2372	10.267999999999999	10.9204	10.7194	10.7515	10.7262	10.4919	10.6952	10.4325		10.927	10.3859	10.4625	11.2615	10.6891	10.3576	10.8642	11.1586	10.8941	10.9151	10.792	10.6856	11.2174	11.0895	10.5971	10.7682	10.6742	10.7665	11.0238	11.183	10.3891	10.6055	11.06	11.0327	10.9388	10.7822	10.9491	10.7039	10.7013	10.1137	10.8297	10.8963	11.2027	10.6119	11.0056	10.3554	11.056	10.9024	10.6375	10.7846	11.3032	11.2784	10.5187	11.1573	10.6795	10.8234	10.8009	11.0641	10.6671	10.6211	12.7676	10.3487	10.6707	10.9498	10.7748	10.8218	11.0587	11.1306	11.1935	10.7507	10.8757	10.6804	10.8673	10.8041	10.7185	10.9622	10.7977	10.5803	10.5906	11.058	10.7013	11.0661	11.2294	10.7389	11.1529			10.8673	11.1687	11.1555	10.783	10.5167	10.9593	10.9076	11.1718	10.9929	10.6384	10.6671	10.7632	10.9658		10.3343	10.8811	10.7185	10.722000000000001	10.6294	11.0485	10.7013																																																																																																				
AKT3	8.9972	8.0444	9.6917	8.4959	8.2808	8.3264	8.6935	8.7814	7.8826	11.5817	9.0417		8.3576	8.9571	9.9614	9.1421	9.0251	9.7977	9.1421	8.4919	7.8074	8.5699	8.9218	10.5971	9.9715	9.7448	9.8138	7.7682	8.5887	10.0634	9.4878	8.1189	9.8857	8.8826	6.8202	7.9887	7.1699	9.5157	8.5469	10.3531	9.137	8.7448	9.2119	8.1396	9.0471	9.5333	9.2969	9.255	9.2831	8.4051	10.0741	9.42	10.4502	9.2021	9.3061	9.9009	9.5255	10.1849	9.0362	9.1189	9.7698	9.2831	9.4757	10.0993	8.7814	9.9069	9.224	8.9858	7.6439	9.1898	9.568	9.2216	10.0728	9.1849	9.6147	9.1447	8.5661	9.6147	9.6812	9.4635	8.5392	10.0334	9.5353	9.9672	8.9944	11.2143	9.0056			7.6221	8.3083	9.4998	9.4615	9.4429	9.2167	10.0728	9.402999999999999	9.3707	9.2479	11.1724	10.5098	8.0224		8.5507	9.8202	8.7347	8.0821	10.7993	10.2562	9.9159																																																																																																				
ALDH3A1	6.6439	6.6147	7.7415	6.4594	5.9773	6.9773	7.2192	7.1396	8.2288	3.4594	7.5999		3.7004	4.8580000000000005	8.3354	7.2854	2.585	4.8074	7.2761	5.4594	8.3309	3.8074	6.4094	6.3038	6.8074	5.0	5.1699	6.6724	7.5469	5.858	3.8074	7.2668	5.3219	6.3038	6.9658	8.7039	8.4471	4.8580000000000005	6.0224	2.585	7.4429	5.9069	5.9069	7.5925	6.4429	5.7549	5.4919	5.5236	4.585	3.9069	8.0389	5.6147	6.9658	5.7814	3.8074	7.585	7.4512	6.4263	4.0	4.4594	4.3219	5.4919	5.2095	7.0768	6.2095	6.9658	6.0224	5.8329	6.6294	5.858	6.5699	4.1699	5.4263	7.2095	5.5236	4.8074	5.8329	6.1497	5.5236	3.1699	6.4757	3.8074	6.7682	5.8329	6.6294	4.5236	8.3663			6.3219	6.9425	7.5469	7.1799	4.7549	7.8517	6.4094	6.4094	6.9189	7.1293	6.3219	4.0	6.0		6.7415	4.2479	6.7279	6.4263	4.0875	0.0	6.0875																																																																																																				
AMBRA1	8.8041	9.5962	8.9629	8.8041	10.875	8.5236	8.9039	9.0334	8.5275	9.7482	9.4388		9.014	9.1059	8.8074	10.0403	9.5216	9.207	9.8811	9.0028	8.1293	8.8826	8.2336	8.5078	8.9099	9.7211	9.2503	9.5699	9.1472	9.236	8.9773	9.2854	8.4553	9.3794	8.9944	8.5774	9.3923	9.6165	9.1624	9.2992	9.1649	8.7211	9.9586	9.4959	9.0928	9.5831	8.8424	9.0498	9.0279	9.783	9.2336	8.3309	8.611	9.7993	9.4778	9.6724	9.5527	9.8811	9.4263	8.7944	9.6582	8.0715	9.1523	9.0795	9.1548	9.5353	9.0688	9.697000000000001	9.7125	9.9114	9.6147	9.8392	9.5887	9.29	8.6073	9.1344	9.6865	9.4136	8.8611	8.4998	9.8471	8.7142	9.2021	8.6184	9.8424	8.9801	9.7632			8.9658	10.3805	8.9307	9.4878	9.4136	9.0279	8.8517	9.1749	9.3794	8.0875	8.8765	9.097999999999999	9.4594		8.9278	9.0028	9.6184	9.2432	9.1396	9.0334	9.2095																																																																																																				
AMFR	10.4336	10.3264	10.4778	9.7582	10.6653	10.2432	11.0396	10.6484	10.5098	10.675999999999998	10.5887		10.4231	10.9629	10.7698	10.7082	10.3061	10.4242	10.825	10.341	10.7936	10.6733	10.058	10.3498	10.8455	11.032	10.84	10.8494	10.4858	11.374	10.4512	10.7674	10.3231	10.5333	10.4512	10.0084	10.4189	10.7822	11.2831	11.374	10.7288	10.5999	10.8194	10.7465	10.7262	10.716	10.3487	9.7347	10.5831	10.3565	10.3696	10.2408	10.2796	10.7541	10.7524	10.7313	10.4409	10.4717	10.6018	9.4136	10.7151	9.3106	10.4231	10.2784	10.4263	10.8734	10.1948	11.1867	11.0396	10.3129	10.8742	10.1176	10.6768	10.3531	10.2119	10.0375	10.7838	10.3465	10.1836	10.7296	10.4051	9.7977	10.1997	10.3061	10.5236	10.8313	10.7211			10.7557	10.6582	10.9189	10.2784	10.7108	10.102	10.4798	10.1972	10.3049	9.9614	10.3185	10.5206	10.3869		10.7944	10.2946	10.4429	10.9366	10.2609	10.2396	10.4051																																																																																																				
AMOT	9.0688	9.1319	9.4367	10.4305	8.4635	6.7549	10.2021	8.7715	8.8948	9.4388	9.9972		8.5038	9.4346	8.2288	10.9337	8.5661	8.097999999999999	8.982999999999999	9.0901	9.2408	9.6312	7.7004	8.4635	10.7228	10.3805	10.8895	9.3309	3.8074	7.7549	8.4512	9.4656	7.7814	7.9484	9.545	7.8074	8.7039	9.0362	8.2715	8.3129	10.8242	8.7142	9.29	9.9744	10.6804	10.3966	8.8424	7.0444	8.6653	8.4757	9.1163	7.9542	8.7448	9.1774	8.4429	9.9233	9.7715	10.6147	8.8857	7.9773	8.4471	8.1599	9.4798	8.7515	8.6618	8.1599	8.9972	8.7448	9.6795	9.7993	10.683	9.0224	10.3554	9.2527	8.8455	9.3083	9.3663	10.4409	9.4757	8.1447	10.0028	6.9658	8.2288	8.2621	7.96	9.8857	10.1886			8.6073	10.007	8.8734	10.4707	9.6689	10.8202	8.543	9.8642	9.8826	9.0028	9.7381	8.29	7.0224		10.2946	8.6511	10.0389	9.0056	7.7616	9.1421	9.0901																																																																																																				
AMOTL2	8.7004	9.1472	8.4878	7.9248	8.7515	7.9425	8.7039	8.0334	7.9773	10.3106	9.5469		8.1396	7.8887	9.633	10.062000000000001	9.1163	9.3729	9.8502	9.5255	7.5314	9.0334	6.9542	8.2761	9.3197	10.2095	8.8265	7.8009	8.2336	10.0795	8.4798	9.0901	8.2288	8.9069	7.9542	7.5078	8.1799	8.9069	9.8041	9.3859	9.1033	8.3443	8.8826	8.7748	9.0028	9.2479	8.7415	8.375	8.982999999999999	9.0307	9.8106	8.5078	8.8202	10.2095	10.0485	9.3197	9.1799	10.0941	9.5236	8.4919	8.8234	7.5925	9.0334	8.8704	8.1241	9.0526	8.1799	10.1241	10.4336	10.0607	10.1972	10.0553	9.5216	9.2095	8.3619	9.6384	9.1189	9.7465	9.4263	8.1033	9.0768	7.8265	8.9009	8.5118	9.9614	9.7764	10.5127			8.4346	9.4263	8.9773	9.1497	10.1447	8.9425	9.1674	10.1472	9.6184	7.8392	9.1497	8.375	7.8765		8.0928	9.2503	8.96	9.0196	8.6294	8.8978	9.4553																																																																																																				
ANAPC11	9.3531	9.9189	9.1774	9.2408	8.7313	10.137	10.8146	10.5382	10.6348	8.5469	8.7313		10.8719	9.5058	9.543	9.1447	9.543	10.1972	9.9643	10.5108	10.8376	11.3231	11.318	10.2167	10.3095	9.6457	9.6546	10.062000000000001	9.6421	9.375	10.8242	10.0967	9.8329	9.6528	10.8138	11.0314	10.5392	10.6865	10.6393	9.5661	9.1972	10.196	9.7912	9.5527	10.3696	9.5868	10.6073	10.8626	10.5831	10.3343	9.5546	10.3117	10.2046	10.255	9.3151	9.2574	10.3987	8.9687	9.8218	10.9665	10.3365	10.7698	9.9084	9.6742	10.3902	9.9658	10.5275	9.6528	9.9129	9.7364	9.6421	9.6528	9.1599	9.3815	10.2167	9.8811	10.0553	9.2456	9.5661	10.6636	9.8918	10.5784	9.7039	10.1241	9.8994	10.3576	10.0154			11.6371	9.1724	11.2324	9.8811	9.9986	9.783	10.2644	10.2408	9.9278	10.8392	9.7415	10.062000000000001	10.3421		10.402999999999999	10.1972	10.0901	10.0701	9.8781	11.4126	10.2761																																																																																																				
ANAPC2	8.69	8.8734	8.4136	8.0498	8.6221	8.8704	8.4346	8.7039	8.7781	8.6475	8.5469		8.8202	8.8106	8.7313	8.8361	8.5275	8.3354	8.4429	8.2384	8.0607	8.0768	8.4221	7.9773	8.3264	8.6653	8.9366	8.6257	9.2119	8.683	8.4221	9.4533	8.1137	8.6073	9.1624	8.5546	8.7977	8.4179	8.5275	7.6795	8.6073	7.6073	8.1497	8.2336	9.1189	8.1548	8.5275	7.5236	8.3174	8.6724	9.1059	8.7074	8.2288	8.633	9.2384	8.7515	8.8455	9.0471	8.6795	8.3038	8.3264	8.4051	9.0607	8.7074	9.1649	8.5392	8.9189	8.611	9.1799	9.1674	8.9744	8.9571	8.9858	8.8106	8.1649	8.4305	8.4998	8.4635	8.4346	8.6935	8.7279	8.7879	8.9159	8.3219	8.9189	8.5118	8.7515			8.0334	9.66	8.29	8.9887	8.9337	9.3399	8.1898	8.6294	9.0168	8.5078	8.1699	8.6935	8.4346		8.2574	8.2715	8.1599	8.1033	8.2288	7.7748	8.5887																																																																																																				
ANKRD13A	10.9498	9.8265	10.4388	10.4105	9.8138	10.3208	10.3231	9.817	10.1331	10.4959	10.4656		10.2586	10.2981	9.7211	10.5488	9.8549	10.4727	9.9527	10.3509	10.683	10.6707	10.3859	10.972999999999999	10.7423	10.0566	10.1737	10.2384	10.3376	10.0928	10.6484	10.7134	10.5314	10.5245	10.3869	10.032	10.1007	10.5008	10.0498	10.2738	9.7296	10.5546	10.4429	10.2574	10.2703	10.4988	10.4062	10.3365	10.7977	10.5981	10.4242	10.2167	10.7936	10.1586	10.3454	9.9498	10.3565	10.0348	10.4605	10.809000000000001	10.5981	11.6773	11.5078	10.8297	10.2107	10.4878	10.8392	10.8368	9.8455	10.1923	10.2264	9.783	10.5527	10.5584	10.7082	10.6119	10.4242	10.1254	10.2432	10.5196	10.3729	11.3869	10.4094	9.9218	10.1774	10.0848	10.3531			10.2009	10.4273	10.1421	10.2479	10.224	9.8281	10.8757	10.5265	10.5401	10.5098	10.1699	11.352	9.8122		10.3509	10.7482	10.6909	11.1674	10.7202	10.6768	10.1357																																																																																																				
ANKRD13D	7.4512	8.0	8.0168	6.6294	8.3619	8.3038	8.224	8.4305	7.9944	8.4838	8.4388		9.0607	8.1241	8.6724	7.9069	8.5236	8.5196	8.633	8.4553	7.7879	7.9658	8.1497	8.1997	7.8765	8.1749	8.0444	8.4388	8.6366	9.5372	8.4959	8.4959	8.7381	8.4998	8.5157	8.2761	8.4388	8.7211	8.4838	8.097999999999999	8.3966	8.5157	9.1059	8.4878	8.5622	8.6935	8.3923	8.8673	9.0028	8.9571	8.6184	8.9159	8.9629	8.7279	8.683	8.224	8.2432	8.7649	8.4263	8.6546	8.4757	8.8765	9.0196	8.6582	8.8765	8.5196	8.2095	8.7347	9.1972	8.9944	8.6511	8.8704	8.8673	8.5812	8.0715	8.3083	8.543	8.2432	8.2143	9.1033	8.982999999999999	8.8611	8.4305	8.4594	8.9218	8.5236	8.7245			8.1447	8.3083	8.676	7.6439	9.0553	8.7074	8.7977	8.5661	8.4798	8.4798	8.3309	8.6865	8.4998		8.5774	8.9944	8.8424	8.3487	8.6935	8.676	8.8517																																																																																																				
ANKRD50	9.8978	9.8281	10.7065	10.4305	9.6184	9.9024	9.6202	9.8642	9.9672	11.1643	10.3332		9.825	10.3912	9.6493	9.5137	10.137	9.8595	9.9396	10.0444	9.4858	9.6582	9.6636	10.0307	10.3454	10.5962	10.1497	10.0928	9.3038	10.2143	10.2155	9.633	10.5953	9.445	8.2432	9.6777	9.3772	9.825	9.5275	9.9425	10.6537	10.2432	10.7789	10.3421	9.7879	10.2336	9.5622	9.42	10.4126	10.4778	9.9527	10.0593	9.8281	9.8796	9.6294	10.5265	10.2889	10.2773	9.9873	9.3685	9.9986	10.2432	9.3309	10.5943	9.8471	10.3129	9.4221	9.1241	9.2831	9.6795	10.1396	10.1111	9.8642	9.8887	9.8009	9.9039	9.375	10.3891	10.2562	9.96	9.6036	9.8978	10.2312	10.4115	9.2216	10.5382	10.2095			9.9248	8.9629	9.445	9.8074	9.7515	9.3815	10.6257	9.4998	9.9873	9.5565	11.1033	9.9556	10.5078		10.2192	9.9248	9.9024	10.0362	10.3219	9.6564	9.8978																																																																																																				
